,title,id,downloads,episodes_per_week
0,Pack-A-Day: Your Daily Packers Podcast,49112a7c-4734-46b6-8b6d-dc75390d9e5f,157656,7.75
1,Laker Film Room - Dedicated to the Study of Lakers Basketball,d9f9dd05-52af-498c-88f7-5331d9cc69ac,145547,3.25
2,London Is Blue - Chelsea FC Soccer Podcast,a5199b81-00cd-4992-9409-f7dea9bb2209,142741,3.0
3,Insight with Chris Van Vliet,a6c2fb18-b21a-4b4b-b03f-63d4be8309c3,96380,3.0
4,Dropping the Gloves,15d13272-a9ca-4059-bfa7-7579f27a22b8,87854,3.25
5,The Dane Moore NBA Podcast,693d4917-6863-4312-8782-36d9573665c7,84840,6.0
6,Purple Insider - a Minnesota Vikings and NFL podcast,8aa5ef4f-0ccb-4146-b3b4-21fff5e06450,82293,7.25
7,The Bronx Pinstripes Show - Yankees MLB Podcast,e1cde930-4b87-43a8-8ffe-220f51ecfdcb,82014,1.5
8,Always Cheating: A Fantasy Premier League Podcast (FPL),0e3a8b22-7bb0-426e-ae91-9927274b0da2,77780,1.5
9,Light Years: A Golden State Warriors Pod,68cb72dd-f267-47ba-ae1c-a5931a5bb780,72851,3.5
10,American Prodigy: Freddy Adu,a0f07f5d-9c46-4815-ae9e-9977e0a6c654,69796,0.25
11,Rotoviz Radio,59e5788d-ef6c-4ecf-ad6e-c90dd60e0237,66238,8.75
12,Touchline Fracas: A Premier League Football Podcast ( Arsenal Chelsea Liverpool Spurs Manchester United ),88b3aada-c54c-46b4-81d7-7d30e4d260a0,59803,6.5
13,The Hockey PDOcast,4dd8427e-5fe2-4662-9f90-3317e05811be,59634,1.5
14,Irish Breakdown,ee86d294-2c95-49f3-9f63-6c353ce79b94,56338,7.25
15,The Miami Heat Beat Podcast,04e48205-c16a-4204-82cc-27d568f90a3a,53837,6.75
16,Washed Up Walkons,4a823cde-883d-4ba2-80c8-9c6bc461f0a7,53361,2.25
17,Knicks Film School,174f84ab-e4f8-492e-9f9e-58512e39731a,53024,4.75
18,Keeping Karlsson Fantasy Hockey Podcast,82514447-3f80-44a1-bb5b-d79c92f7095e,49164,3.25
19,Burn It All Down,c66dbabd-883c-4ede-aac7-02f446b6bd45,44693,2.5
20,The Compound - MLB Player Podcast,8e71b37d-b7fc-4dfc-b4b3-f4a48489894c,37235,1.25
21,Striking Gold: A 49ers Pod,142b8ba1-fb2e-4e89-87e5-d2283d356824,31330,1.5
22,Destination Devy Podcast,54fa0cbe-8742-4c31-88d2-88494022a9dd,28199,2.25
23,Vegas Nation - Raiders Football,4e8b8fa7-0eef-4a5a-8663-f7d580eae313,26074,3.25
24,Big Blue Banter: A New York Giants Football Podcast,7b09dead-82e6-4643-960d-03e5e820a856,25050,2.5
25,TALKING FUSSBALL PODCAST,1d996eea-143d-4a5b-ae68-8b84f0a0b7b7,24094,2.75
26,Better Rivals: A San Francisco 49ers Podcast,091d276c-2676-4a45-b73b-09a5023d4d12,23846,0.75
27,Candlestick Chronicles: A 49ers Pod,e2528765-60f1-479f-a9fb-17995ad9ba8c,22713,1.75
28,The Barcelona Podcast,d7694a44-5ddc-48df-b78d-631cc6301da1,22167,1.5
29,The Fantasy Points Podcast,e4e8ba09-6def-4ec9-8702-b9ad6125f504,17950,1.5
30,Veteran's Minimum,3d054b21-26f9-44c0-9531-d164c69791ae,17589,3.0
31,The Chase Down: A Cleveland Cavaliers Pod,77a81860-0123-43ba-ade8-92f760fea19d,16328,2.5
32,Rams Talk Radio,e0dd45f9-41dd-4066-8fde-6364e47a9a1c,15971,2.5
33,The Staff & Graph Podcast,0c4b9698-0584-4dff-be29-e8e6e2f9d5c2,15735,2.0
34,Brooklyn Buzz: A Brooklyn Nets Podcast,f7559668-17a6-482e-bdbc-b14806bfff43,13018,4.25
35,The Uncontested OKC Thunder Podcast,74d8724c-294d-497b-b099-1f97e582fe80,12661,4.5
36,Knicks Fan TV: The Podcast,2ed7f02e-c094-4eff-bdb2-4eac35d2a579,12451,5.5
37,Preediction,9abdb278-d2ff-4e82-b3fc-308d7736c8b1,12353,5.75
38,Hardwood Knocks: An NBA Podcast,b7b22356-216e-4a76-b461-85e551a1dae3,12344,1.75
39,Cubs Related: A Chicago Cubs Podcast,649a9132-4298-4d65-b650-8360b693520e,12258,1.25
40,OBR Film Breakdown,af9ad6b9-7804-4a03-a389-bfca2aeb9f3d,11986,1.25
41,The Pride Podcast: A Detroit Lions Podcast,b0caa05e-74c2-49ba-a4cf-a276c78978ef,11632,1.5
42,The Timeline: A Phoenix Suns Podcast,a9d2fff7-eb1f-48f5-a5c1-6633b4f3e600,11600,1.5
43,The Rebuild: A Cleveland Browns Pod,c30476f2-ba22-4739-8ffe-1788fe50040c,11146,2.5
44,Air Buds,3ea84ca0-942e-4948-97f2-34e2c091f20d,10182,2.0
45,RotoViz Fantasy Football Show,c684d2f6-72da-41ff-acb5-d0547481c4bf,9784,1.5
46,The Lakers Exceptionalism Podcast,52029fbd-af3c-47eb-94a6-827dc3969455,9346,1.75
47,Cash Considerations: A Chicago Bulls Pod,5f3e2fd5-ab14-49ec-9952-cd19945d9ad5,9158,1.25
48,Mavs Step Back Podcast,05ce143c-adeb-497b-a17c-371646e52daa,8757,1.25
49,10ish Podcast,93cc0b3a-49ea-455f-affd-ac01fdafd761,8714,1.0
50,Stick Talk,c2a9f11f-a784-49b2-842e-2c71961507e1,8414,0.5
51,Kings Pulse: A Sacramento Kings Podcast,b9cfabe8-2d02-4903-96b4-88b0e044034e,7754,1.75
52,The Rockpile Report - A Buffalo Bills Podcast,d3fc76dc-70d1-4ab6-adc6-9219b4e0c07e,7387,1.75
53,The Boys of 161st Street - Yankees MLB Podcast,20f9e18c-7f36-4a50-bf8e-d721987254af,7335,2.5
54,The Chase Thomas Podcast,4a0ce5e0-a452-49fd-a1a2-24f35f86fa25,6940,5.25
55,In The N.O. - A New Orleans Pelicans Pod,12dcd31b-4579-4dcb-af11-75f0e4c4b346,6704,1.0
56,Buzz Beat: A Charlotte Hornets Pod,f59330cd-90d7-42f8-a5b5-7da8bcfc38ce,6357,2.0
57,THE CODCAST,eb09a209-c4eb-4d88-948b-bbeaea5535df,6282,0.0
58,The NFL Rhodes Show with Lindsay Rhodes,543c35dd-0762-4d09-a96b-a2b3f0f4aa84,5716,2.25
59,Talkin' Halos,cdfdb3c7-dad1-4cc9-b722-4ce15ae1b95f,5676,3.25
60,Raider Cody Podcast - Las Vegas Raiders Fan Show,443dd7fd-01bb-44aa-b421-74c61020c522,5660,0.5
61,Dynasty Tradecast,cc878ebd-e36f-4ece-ab7e-890d53f1df36,5628,1.0
62,Golden Edge - Vegas Golden Knights Hockey,e90aa230-c939-4cd1-ad3b-a208ec739e34,5365,1.0
63,RotoViz Overtime,a25e6bf5-6037-47b6-a998-cf3e0698cacd,5308,2.25
64,The Corner Podcast,cf70b8fa-5b07-472a-86c8-84e93ef8762a,5232,1.5
65,The Roar: A Carolina Panthers Podcast,8c4be44b-4a50-42e2-8f78-fdb71be7380b,5223,2.0
66,Full Slate: A Gambling Podcast,61c4d847-f855-41fc-a161-349450a2e139,5086,4.5
67,Go Long with Dunne & Monos,9a0a7141-1c22-4854-b1d6-e966b69c79f2,5077,2.0
68,Grits and Grinds: Memphis Grizzlies,1d425458-7aa0-406e-b9f8-14c826c96e02,4978,2.5
69,The Bizz,5439f74b-68f8-4792-9d89-b2d03549af28,4827,0.5
70,Puck Bunnies,8def71e6-01cc-485e-ad57-01632526ef39,4734,1.0
71,Texans Unfiltered,8b64430c-97fa-4373-b7ba-b319575739fb,4435,1.0
72,Forever Mighty Podcast: Your Anaheim Ducks Podcast,ffccea02-76fa-41d8-95c4-5bfa447a975a,4063,3.0
73,Here's Where it Went Wrong ,4b1d5042-586a-4946-b5d8-0cc9f4ca7779,4007,1.25
74,Orange and Brown Report,c274f12f-3c60-4d02-8099-81f314a3e659,3893,1.25
75,Gyro Step: A Milwaukee Bucks Pod,c1563b67-ec51-4116-87ef-da4135aedc5f,3676,1.5
76,Bulls HQ,c69ca66c-830c-4fcf-b9e9-958f8d34149a,3611,0.75
77,George's Box - Yankees MLB Podcast,b3e05007-b15d-4506-b41f-fdb11f508332,3493,0.25
78,Don't Tell Mom,1fe83fa4-d2b1-48d4-a4c5-b00693a7025e,3218,1.25
79,TE1 with Greg Olsen,40d56ddf-0edc-47ab-b43c-78c3deaf98e5,3112,0.0
80,Clip & Roll,0dec619b-9a43-44f6-9270-4af4a497e3ec,3091,1.0
81,Front Office Features,8cc557b7-3013-422f-a2e6-198b2e3bda4f,3035,1.25
82,Michigan State of Mind,104ed4fb-1479-4e63-a337-9ebb8c3706a2,2946,1.25
83,Red Nation Hoops: A Houston Rockets Pod,4eb12a10-ea18-4287-b5d0-cfe45ff82432,2835,0.75
84,Big Screen Sports - The Sports Movie Podcast,1592d7a4-5525-438d-bab2-863899776a87,2772,1.0
85,The Capital Building Podcast With Rob Carlin,9978f5b0-70d6-4077-b4bb-69ce0bfa8b3a,2678,0.75
86,Gino Time: A Boston Celtics Podcast,65791d59-0aac-4042-8273-6084a0634723,2555,1.0
87,Murf's Fan Cave,8c187b7d-beec-497e-bd27-e1d81d09df82,2427,2.0
88,The Fight Game Podcast,6b0316b2-4373-4246-af5e-cd739294266b,2404,1.75
89,A Touch More with Megan Rapinoe & Sue Bird,51083aa6-ee47-49ca-9bd4-27ca2be1cb2d,2254,0.25
90,Top Rope Nation - Pro Wrestling Podcast,b68d80d0-03e8-484e-a6dc-ad680d832a64,2162,1.25
91,Limited Upside,a3ab8c60-acdb-4fab-baca-76c190f2cbb2,2151,1.0
92,Clock Dodgers - Fantasy Football NFL Podcast,3223ab3b-c34b-4a51-bd62-7c440672d4b8,2118,3.0
93,Pistons vs. Everybody,f35cc441-8bcc-4ae9-ab83-71137ef3ee74,1974,0.75
94,The California Golden Bearcast,6f939806-aa82-47fb-86bf-2ae226054c4c,1856,1.25
95,Helliepod,96079e12-e858-476f-b3ff-3b14fa05b8ab,1689,1.25
96,The Prospect,ebe5c8cf-9e60-4aa1-918f-02d636e11840,1623,2.75
97,Two Jabronis With A Wrestling Podcast,f83bf99a-9047-40a6-bbad-a6c273b34798,1571,0.75
98,The Michael Rothstein Show Live at Regents Field,1ca15609-62bd-4fbe-8c6e-c1215a75ed3f,1527,0.0
99,52 Weeks of Hustle,e646bac9-59db-4698-8681-1ead5beaef3d,1506,1.25
100,Dunks and Discourse,fce17271-d7a7-441e-9af4-403056ba46dc,1436,1.25
101,Talking Hockey,50c1c04d-5966-4219-9963-55747f1e99b1,1373,1.0
102,Super Hoopers: An NBA podcast,48003ec0-afb1-4bd1-ae53-ab40987d7a5d,1340,0.75
103,College to Canton,3d8c757c-8d98-4479-873c-9f69731a56a3,1314,1.0
104,LAN Parties: A Video Gaming and Esports Podcast,b3ffaea9-e6ac-4b5c-ab3b-866b978181fc,1269,1.0
105,Prospects 101: A College Football Show ,5d6b905f-a763-47e8-9b64-542c24192a38,1258,1.25
106,Establish the Pass - ClutchPoints,3b377de2-a994-4a74-8be4-d352c60c8619,1202,2.25
107,OH!!!: A Sopranos Podcast,c03f4983-69c1-4342-adaa-b4641942e61b,1110,0.75
108,All Eyez on Cleveland podcast,eb73a354-1c76-43b7-8a5c-50c3a89c714e,1101,1.75
109,Keeping It 300: A Raiders Podcast,6390417d-9291-46c1-8127-51099a967bf3,957,0.0
110,High Stakes Lowdown,f8ca838e-4d97-401a-9a63-9c39b5a73738,804,0.5
111,Press Pass,3ee31148-e5d3-4577-bfcb-1316be9ea08b,732,1.0
112,On the Daily,d99ef3c2-8a1a-42a9-833e-2d90e058573c,655,0.75
113,Let's Catch Up: An NFL Podcast with Taylor Bisciotti and Sam Betesh,505b0789-5a97-4bcf-8bc9-f9e528a63993,608,1.0
114,Chicago Shuffle: A Chicago Bears Pod,84293ac4-3643-495d-855e-1e2ef58909d9,607,0.25
115,Suplexes and Cervezas with Chavo Guerrero Jr.,c7c64e32-3a0f-40a3-a70f-5bb7ac06bb36,507,0.0
116,Sprint Right Option Podcast,d58bea7d-d039-4f19-b825-7f70f2c67720,506,1.75
117,The Check up - With Bdot and Joy,b7ec6da1-5809-428c-a47d-cac30822982e,464,1.0
118,Dead Ball Brothers,a6ebbc22-b36f-49ba-9eed-7c0c4968146e,462,0.25
119,Dynasty Command Center Podcast,53072dd6-0304-4f72-9e05-6ae4e5250ee7,436,1.5
120,Bogey Free,1d1657e9-8b18-4e8c-9f58-efffa8018965,410,1.0
121,Upon Further Review,f0c522c3-8446-4f95-8723-92a008a8d0ef,409,2.25
122,Front and Center with Lisa and Chiney,a09932b4-0053-439c-bab9-9590d015057f,403,0.0
123,Did you Hear?,2bafd95f-8dd7-4480-821b-77f5c38bbe14,382,2.25
124,Battle for LA Podcast - ClutchPoints,aac23457-4657-4e7f-9423-530a4b22837e,357,0.25
125,The Entrepreneur Ethos,efbbb8e8-cb09-4a73-83a6-172c2af4e27c,342,2.25
126,2 Much Grit 2 Quit with Shelley Till,7514c3d4-565c-4df3-8c1a-3bb09053c7bd,334,1.0
127,Trench Warfare,be289ab6-9cf1-4e75-9a01-31fce0da32c3,319,0.0
128,Draft SZN: Fantasy Sports & Entertainment Podcast,34e6ab57-f6fe-467b-8e91-6c531b3413d7,316,1.0
129,Golden Goal: Stories of Soccer Legends,523c8610-2267-4719-8b70-6ea723d0384f,310,0.0
130,SteelerNation.com Podcast,9a7e5769-1262-466b-87a6-0736203a3ba6,306,1.0
131,Random Acts of Podcasting,6f549d0c-346b-4551-9028-0767501476ff,299,0.0
132,That's Good Sports Podcast,aa9e5f94-e074-426b-8e44-f62fadc85d7b,293,0.0
133,The Big Douglas Show ,97c2226a-11a6-4294-8fae-135bfef05f45,292,3.5
134,College Football Fantasy Pod,e2841a0c-4d84-4937-bff7-b50c57e0940b,284,0.5
135,Sports Biz Pod,f0949c8e-fc9c-42d6-86d3-6276e21f683a,277,0.0
136,Rocky Mountain Hoops,fa255c95-925c-44ec-b7d5-7dc06c16dd33,263,0.0
137,The New Slant: A 76ers Pod,a924669e-3ed2-48de-bbac-eea793c00a8c,261,0.0
138,Press Coverage,2a77535b-bba6-44c1-8d04-b5bbd6192135,261,0.0
139,The Tajh Boyd Podcast,35e9eefb-ba21-4b2b-944c-4b7f67c41937,258,0.0
140,The Boxing Rant,6e1520a1-5682-4f59-bb4f-4bc5831eba89,251,0.0
141,The Training Table Podcast,e5a7064a-e3f2-430a-beba-6328875ec3f8,247,0.5
142,MySportsUpdate Football Podcast,6b51de39-8205-4135-a213-31583162c732,244,0.0
143,We Have A Take,6a42d96c-3ef6-48c5-b828-50800df3541a,233,1.25
144,The Lottery,c96dd154-c9da-419c-8734-0078498bb308,232,0.75
145,Raider Take Podcast,0fb157c8-3923-47a7-9704-6fd4619cef9c,216,1.25
146,The Walk Off,171cd9b0-81d8-4c57-bd58-6a9249d19203,202,0.0
147,Fin It To Win It: A Miami Dolphins Pod,90873781-9839-44f3-981c-2fd99dc7a6e8,194,0.0
148,Burst Your Bubble,3055830d-2fd8-45d1-af8a-b29f38b811ab,194,0.75
149,Bleeding Purple: A Minnesota Vikings Pod,5d4e56b4-fb63-4c53-9ba2-c2121e600f6e,181,0.0
150,The West Box Score,140cf43b-ed61-4f59-95a4-e030e8cdd594,177,1.25
151,The BBall Index,681514c8-d949-436a-a36b-d3a25560fa5c,168,0.0
152,Tar Devils Podcast,df80ac26-37ff-4e5d-bcc6-2f88aa9dd044,160,1.25
153,49ers Rush Podcast with John Chapman,3df60e3d-f16a-405b-bf83-56763b4d9449,154,0.0
154,Stepback Sisterhood,3239fd90-0f52-4a66-ab48-d6ba99ffe158,154,1.25
155,State of Miami,f4bc236b-bf26-4879-be1c-47b2075b4fc9,145,0.0
156,On the Hook with Abner Mares,0dcd1398-5cd7-4fa2-9be8-f3aaa99ce829,125,0.0
157,Bear-ly Hibernating Podcast,986141d9-ab68-4f9e-9251-ef4baa067366,125,1.25
158,The Run it Up Podcast,0c665c84-22b4-4ba9-b5d5-0720286f0350,121,1.25
159,Just Another Day Podcast,b6f09088-53fe-4a1c-83ae-2299797cece8,121,1.0
160,Thuzio Live & Unfiltered,bb71aff7-227d-4a2c-8ee5-49c287996ef6,121,0.0
161,Powder Blue Review: An LA Chargers Pod,300f2d41-5e08-47ca-89f5-c15968b96681,117,0.0
162,Fantasy Football Report,e358e4ee-cadf-4fb4-bd96-c683c397b942,111,0.0
163,From My Point of View,9c9b17c1-e4db-4c00-815c-b41f98f4a9e2,106,1.0
164,Last Call with Chris Connor,2ec5cf8b-c5f2-4ad0-9745-474e596d041c,97,2.5
165,The Josh & Jordan Podcast,0d9908ef-6f97-4613-bb29-a61d7574cdb9,96,0.0
166,Motor City Hardball,198b797c-39f0-48fa-9cfa-6ede0641d8fc,93,1.0
167,There's A Lot Going On,1adcc02b-4eee-42b7-8679-b44eb6993e64,91,1.5
168,Mob Squad Pod,42c30778-8f23-4fa7-af46-96576de26e50,85,1.0
169,RJ Ringside: An MMA & Boxing Pod,772c7c27-3cfb-4807-8e29-63f947f4bfd5,82,0.0
170,Laying the Points,ca10a7d5-c995-43b4-b3b3-bb2423279832,81,0.0
171,Fantasy Football Mailbag,3e655a96-4750-4618-92b0-9bf930509ae3,79,0.0
172,The Tom Shifflett Podcast,893b34f1-97a3-4be6-b298-4e88e34ad9b6,78,0.5
173,Frienemies,2a1c8350-2574-4c06-a35b-60e5bda54098,75,0.5
174,4th & Gold Podcast,0c84d773-229b-4ffb-9f94-35d18c95c3af,68,0.0
175,Hoop Dreamz w/ Tiff and Kyler,0f6e9aef-4421-4222-93ab-03ef8c751a07,57,1.25
176,Blue Wire Buckets,d9dbad31-1f5f-46f7-90ee-3a6f4ca1e6ea,54,0.0
177,Backseat GM Podcast,f82198ec-1322-4103-9cfa-a9fa1e95b5e3,49,0.75
178,SteelerNation.com Podcast,cf0c3982-1683-46a3-a002-bb4f8cb63ca0,42,0.0
179,The Sideline Junkies,9f85af1e-813a-46f9-9d56-540087715428,41,0.0
180,Thatâ€™s What B Said: A Cleveland Sports Podcast,3a656b2f-8a2a-48cd-a168-7e577d859315,41,0.0
181,Lakers Unfiltered ,af6abdeb-d53a-4988-8a0e-b5d8577d3c93,40,0.0
182,Adonis Football Podcast,b0ad7aed-de60-4e7f-8346-b578ace2cfaf,39,0.25
183,Get My Job,2ab4fc52-84c8-4062-ace8-fdf57542f2da,37,0.25
184,Triples Alley Report: An SF Giants Pod,72b013cc-d7b4-4e5c-9957-0b4b9a878cac,36,0.0
185,Fangirl Playbook,ed5fe9be-b33a-4f33-9425-8d1c0b65bf0c,34,0.0
186,NBA Storytime,f7eea191-9a9b-4317-9a90-37072aa574cf,32,0.0
187,The Sly Hooper Podcast,08e44e6a-ce8e-4132-9611-ac44857df20c,31,0.5
188,The Pitching Nerd,473d7b99-04af-4c67-8094-8414e1b0f797,31,0.0
189,It's Always Draft SZN,093fa56f-28d6-42c0-b6d1-60ab03c81e7b,27,0.0
190,Snapback Sports NFL Draft Show,b3ea0269-2d60-4acc-af02-e7dd058838eb,24,0.0
191,The Windmill Slam,15e9fd2d-6eb3-4892-968b-4b3e6f3b4e55,24,0.5
192,The Scope,93a3e7a1-a7a0-48e7-9d32-cb0e9b135e1e,18,0.0
193,34 Rings Podcast ,5c2c8c85-2193-4996-8756-00d7f0da11c4,16,0.0
194,Juke Sports ,9fcc8b79-33b7-4657-811c-c26a0731bb5c,12,0.0
195,Legends Of The Tournament Podcast,a9d4d21a-0f69-43a6-8ac7-8326a6939664,11,0.75
196,The Solis Report,19fc2dd4-9128-459d-aaa8-4ddafb66b623,10,0.0
197,A City Of Champions: Cleveland Cavaliers 2016 Championship,49abe493-730f-49d9-ab45-3484a4fa0e04,8,0.0
198,Flunk Me,14c49248-15c7-49fc-ab3e-f1570f1133f4,3,0.25
199,Frank and Beans: A Boston Sports Podcast,aa59721a-db7b-4cba-9028-b693e6f2542d,3,0.25
200,No Dayz Off,8e80b183-c14b-493c-b686-2052bf16ba7e,2,0.0
201,The Benchwarmer Podcast,64bad822-2a67-472c-83e7-da5a309d8573,1,0.0
202,Spinsters,f0439548-bd72-4599-bc9b-7c4c66f5fab9,0,0.25
203,The Lakerside Chats,5502f0dd-030e-44cd-9c9b-165cd0b71270,0,0.75
204,On the Mic,f32ae6b5-38d8-47b6-9ac4-2e9f400d14f1,0,0.0
